سرو cypress
دہر age
دہر manner
دہر fortune
دہر adversity
دہر time
دہر custom
دہر danger
دہر calamity
تجہیز adorning
تجہیز arranging
تجہیز obsequies
مکتوم concealed
مکتوم hidden
رباب rebec
گھڑا pitcher
جوڑنا solder
جوڑنا bind
جوڑنا unite
جوڑنا reckon
جوڑنا tie
جوڑنا add
جوڑنا harness
جوڑنا contrive
جوڑنا scheme
جوڑنا total
جوڑنا attach
جوڑنا mate
جوڑنا join
جوڑنا etc.)
جوڑنا invent
جوڑنا consolidate
جوڑنا connect
جوڑنا yoke
جوڑنا cement
جوڑنا patch
بُت speechless
بُت etc.
بُت dumb
بُت idol
بُت fist
بُت statue
بُت icon
بُت stupefied
عقبی behind
عقبی back
بجانا etc.)
انڈا testicle
انڈا egg
انڈا zero
اسّی eighty
اکل food
اکل diet
اکل eatables
اکل swallowing
اکل eating
سیوا service
سیوا worship
بدقسمت unfortunate
چڑھتا increasing
چڑھتا ascending
چڑھتا advancing
چڑھتا rising
چڑھتا soaring
چندے some
رکاب bowl
رکاب retinue
رکاب cavalcade
رکاب dish
رکاب stirrup
رکاب goblet
رکاب train
اذہان intellects
اذہان wits
اذہان minds
طبلہ tabla
ادھم low
ادھم mean
ادھم contemptible
ادھم inferior
ادھم base
ادھم insignificant
شاخسانہ contention
شاخسانہ dispute
شاخسانہ intimidation
شاخسانہ controversy
شاخسانہ deception
شاخسانہ row
شاخسانہ offshoot
شاخسانہ delusion
شاخسانہ threat
دوشیزہ virgin
دوشیزہ damsel
دوشیزہ maiden
ریگ sand
پنکھ pinion
پنکھ feather
پنکھ wing
آفریں acclamation
آفریں begetting
آفریں laudation
آفریں commendation
آفریں praise
بھرم trustworthiness
بھرم doubt
بھرم secret
بھرم suspicion
بھرم credit
بھرم confusion
بھرم repute
بھرم error
بھرم deceit
چپل brutal
چپل restless
چپل variable
چپل frolicsome
چپل alert
چپل skilful
چپل active
چپل nasty
چپل agile
چپل uncertain
چپل giddy
چپل foul
چپل filthy
چپل wavering
چپل swift
چپل quick
چپل beastly
چپل expeditious
چپل wanton
چپل fickle
چپل inconstant
چپل shaking
چپل volatile
چپل adroit
فردا tomorrow
جھڑ volley
لحم flesh
لحم meat
شنبہ saturday
سکنات rests
سکنات pauses
انفال booty
چڑھتی rise
چڑھتی increase
چڑھتی advance
چڑھتی gain
سُرخ red
سُرخ leftist
سُرخ marxist
خودارادیت self-determination
احیا families
احیا clans
احیا tribes
موٹاپا obesity
موٹاپا fatness
موٹاپا plumpness
موٹاپا corpulency
کسمپرسی helplessness
مروڑ gripe
مروڑ contortion
مروڑ anger
مروڑ spasm
مروڑ dysentery
مروڑ vanity
مروڑ twist
مروڑ cramps
اگوا guide
اگوا leader
اگوا forerunner
اگوا harbinger
اگوا matchmaker
اگوا conductor
وصفی attributive
وصفی descriptive
وصفی adjectival
مہتا clerk
ہانک brag
ہانک call
ہانک cry
ہانک popularity
ہانک driving
ہانک fame
مرطوب moist
مرطوب wet
مرطوب damp
سناتن ancient
سناتن traditional
نحیف thin
نحیف weak
نحیف lean
نحیف slender
نحیف meagre
آتما appetite
آتما atman
آتما spirit
آتما soul
آتما mind
بسیط detailed
بسیط uncompounded
بسیط extensive
بسیط unmixed
بسیط original
بسیط simple
بسیط primary
بسیط expansive
بسیط surface
جامنی purple
مورچہ battery
مورچہ fortification
مورچہ checkpoint
مورچہ morcha
مورچہ trench
مورچہ chin
مورچہ shelter
زرخیزی productiveness
زرخیزی fertility
طناب tent-rope
طناب cable
افلاک firmament
افلاک skies
افلاک heavens
خمر liquor
باہ lust
باہ virility
باہ libido
طاعت obsequiousness
طاعت submissiveness
طاعت submission
طاعت obedience
بھرتا protector
بھرتا supporter
بھرتا nourisher
بھرتا husband
بھرتا provider
اقل lcm
اقل mean
اقل minimum
اقل least
نفر servant
نفر groom
ہَے is
دغا treachery
دغا desertion
دغا deception
دغا treason
دغا (treachery)
دغا betrayal
دغا faithlessness
لاچار disabled
لاچار powerless
لاچار impotent
لاچار inevitably
لاچار helpless
لاچار perforce
چنداں rather
بھجن bhajan
ریڑھی barrow
چرخ fortune
چرخ lathe
چرخ sky
چرخ crossbow
چرخ falcon
چرخ wheel
چرخ hyena
چرخ carousel
بدکار sinful
بدکار evil-doer
بچائو refuge
بچائو preservation
بچائو escape
بچائو evasion
بچائو excuse
بچائو shielding
بچائو rescue
بچائو defence
بچائو salvation
بچائو plea
بچائو guarding
بچائو safety
بچائو shelter
جھولی sack
جھولی pouch
جھولی bag
انڈ castor
گڑبڑ anarchy
گڑبڑ riot
گڑبڑ mixed
گڑبڑ bewilderment
گڑبڑ derangement
گڑبڑ disorder
گڑبڑ ruined
گڑبڑ confusion
گڑبڑ complexed
گڑبڑ distraction
گڑبڑ mismanaged
گڑبڑ mismanagement
گڑبڑ disturbance
کیلا banana
کیلا plantain
رائو prince
ڈھیلا eyeball
پھندا perplexity
پھندا trap
پھندا hitch
پھندا snare
پھندا net
پھندا knot
پھندا noose
نابلد ignorant
نابلد inexpert
قصائی butcher
دیومالا mythology
